Frame,Time_Seconds,Knee_Angle_Raw,Knee_Angle_SG,Hip_Angle_SG,Elbow_Angle_SG,Ground_Truth,Prediction
138,4.6,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
139,4.633333333333334,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
140,4.666666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
141,4.7,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
142,4.733333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
143,4.766666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
144,4.8,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
145,4.833333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
146,4.866666666666666,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
147,4.9,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
148,4.933333333333334,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
149,4.966666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
150,5.0,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
151,5.033333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
152,5.066666666666666,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
153,5.1,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
154,5.133333333333334,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
155,5.166666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
156,5.2,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
157,5.233333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
158,5.266666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
159,5.3,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
160,5.333333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
161,5.366666666666666,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
162,5.4,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
163,5.433333333333334,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
164,5.466666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
165,5.5,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
166,5.533333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
167,5.566666666666666,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
168,5.6,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
169,5.633333333333334,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
170,5.666666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
171,5.7,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
172,5.733333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
173,5.766666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
174,5.8,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
175,5.833333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
176,5.866666666666666,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
177,5.9,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
178,5.933333333333334,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
179,5.966666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
180,6.0,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
181,6.033333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
182,6.066666666666666,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
183,6.1,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
184,6.133333333333334,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
185,6.166666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
186,6.2,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
187,6.233333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
188,6.266666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
189,6.3,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
190,6.333333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
191,6.366666666666666,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
192,6.4,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
193,6.433333333333334,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
194,6.466666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
195,6.5,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
196,6.533333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
197,6.566666666666666,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
198,6.6,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
199,6.633333333333334,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
200,6.666666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
201,6.7,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
202,6.733333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
203,6.766666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
204,6.8,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
205,6.833333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
206,6.866666666666666,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
207,6.9,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
208,6.933333333333334,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
209,6.966666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
210,7.0,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
211,7.033333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
212,7.066666666666666,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
213,7.1,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
214,7.133333333333334,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
215,7.166666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
216,7.2,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
217,7.233333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
218,7.266666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
219,7.3,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
220,7.333333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
221,7.366666666666666,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
222,7.4,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
223,7.433333333333334,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
224,7.466666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
225,7.5,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
226,7.533333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
227,7.566666666666666,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
228,7.6,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
229,7.633333333333334,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
230,7.666666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
231,7.7,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
232,7.733333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
233,7.766666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
234,7.8,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
235,7.833333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
236,7.866666666666666,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
237,7.9,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
238,7.933333333333334,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
239,7.966666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
240,8.0,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
241,8.033333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
242,8.066666666666666,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
243,8.1,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
244,8.133333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
245,8.166666666666666,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
246,8.2,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
247,8.233333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
248,8.266666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
249,8.3,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
250,8.333333333333334,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
251,8.366666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
252,8.4,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
253,8.433333333333334,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
254,8.466666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
255,8.5,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
256,8.533333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
257,8.566666666666666,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
258,8.6,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
259,8.633333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
260,8.666666666666666,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
261,8.7,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
262,8.733333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
263,8.766666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
264,8.8,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
265,8.833333333333334,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
266,8.866666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
267,8.9,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
268,8.933333333333334,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
269,8.966666666666667,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
270,9.0,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
271,9.033333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
272,9.066666666666666,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
273,9.1,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
274,9.133333333333333,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
275,9.166666666666666,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
276,9.2,74.02732818974788,74.02732818974785,74.19228679206651,116.70909629070891,Standing,Squatting
